USERNAME, TIMESTAMP, ACTION, RESOURCE
lqmadden, 06/21/2017 06:38:50PM, complete, ICD-9 Code 905
lqmadden, 06/21/2017 08:17:56PM, view, patient specific instructions A663
quhundley, 06/21/2017 09:09:46PM, import, system alert CA01287
lqmadden, 06/21/2017 12:52:19PM, modify, office visit OV02810
xcherndon, 06/22/2017 06:29:35AM, disable, notification NX0207
qylarry, 06/22/2017 02:01:09PM, update, CPT Code 89
quhundley, 06/22/2017 06:04:40PM, resolve, office visit OV05076
qylarry, 06/23/2017 01:35:42AM, order, message M1819
quhundley, 06/23/2017 02:17:37AM, view, system alert CA01693
fzalcala, 06/23/2017 06:08:55PM, cancel, office visit OV04247
qylarry, 06/23/2017 06:37:06PM, resolve, office visit OV05076
quhundley, 06/23/2017 10:17:32PM, cancel, system alert CA03969
quhundley, 06/24/2017 03:15:49AM, resolve, office visit OV05076
quhundley, 06/24/2017 11:57:42PM, create, office visit OV02431
xcherndon, 06/25/2017 09:03:19AM, access, system alert CA03571
qylarry, 06/25/2017 12:22:09PM, delete, ICD-9 Code 261
xcherndon, 06/25/2017 03:36:37PM, import, message M4367
lqmadden, 06/26/2017 04:11:05AM, cancel, office visit OV01843
xcherndon, 06/26/2017 08:04:34AM, merge, message M3992
quhundley, 06/26/2017 12:31:20AM, cancel, notification NX1118
lqmadden, 06/26/2017 07:49:04PM, order, notification NX1379
fzalcala, 06/27/2017 12:34:26AM, export, message M1112
dsblythe, 06/27/2017 12:46:05PM, resolve, ICD-9 Code 194
xcherndon, 07/01/2017 01:18:30AM, modify, office visit OV01031
dsblythe, 07/01/2017 01:30:26AM, update, office visit OV02205
fzalcala, 07/01/2017 08:34:34AM, modify, notification NX4808
qylarry, 07/01/2017 12:41:48PM, import, appointment A002503
qylarry, 07/01/2017 07:43:25PM, update, patient specific instructions A396
xcherndon, 07/02/2017 11:41:58PM, print, system alert CA04892
xcherndon, 07/02/2017 12:59:20PM, assign, office visit OV01345
xcherndon, 07/03/2017 01:20:04AM, order, notification NX1379
qylarry, 07/03/2017 06:47:17AM, enable, office visit OV01897
fzalcala, 07/03/2017 12:43:28AM, merge, message M3992
fzalcala, 07/03/2017 02:25:36PM, sort, system alert CA04760
qylarry, 07/04/2017 07:11:44AM, print, office visit OV02789
dsblythe, 07/04/2017 07:34:46AM, assign, appointment A004196
fzalcala, 07/04/2017 01:34:39PM, modify, appointment A005192
lqmadden, 07/04/2017 12:20:26PM, disable, appointment A000770
lqmadden, 07/05/2017 08:51:39AM, delete, notification NX4358
qylarry, 07/06/2017 02:49:11AM, enable, system alert CA04762
xcherndon, 07/06/2017 01:09:52PM, view, patient specific instructions A663
xcherndon, 07/06/2017 10:08:07PM, merge, office visit OV04783
lqmadden, 07/06/2017 11:47:13PM, print, office visit OV00092
dsblythe, 07/06/2017 12:37:22PM, assign, LOINC code 102
quhundley, 07/07/2017 06:05:46AM, cancel, system alert CA03522
quhundley, 07/07/2017 12:18:13PM, enable, system alert CA04762
lqmadden, 07/07/2017 09:05:13PM, create, office visit OV01243
fzalcala, 07/07/2017 10:29:15PM, resolve, notification NX4608
fzalcala, 07/08/2017 12:42:57AM, print, ICD-9 Code 397
xcherndon, 07/08/2017 05:42:14AM, modify, appointment A005126
dsblythe, 07/08/2017 11:43:24PM, import, office visit OV01979
xcherndon, 07/09/2017 05:56:05AM, create, system alert CA04840
quhundley, 07/09/2017 08:03:28AM, cancel, office visit OV00234
lqmadden, 07/09/2017 08:35:08AM, complete, ICD-9 Code 905
quhundley, 07/09/2017 02:29:40PM, query, HL7 Code 288
quhundley, 07/09/2017 09:17:59PM, enable, system alert CA04762
dsblythe, 07/10/2017 09:47:03AM, unmerge, office visit OV02362
fzalcala, 07/11/2017 03:57:11AM, unmerge, notification NX4544
fzalcala, 07/11/2017 07:26:37AM, enable, notification NX3599
dsblythe, 07/11/2017 09:23:17AM, modify, notification NX2312
lqmadden, 07/11/2017 02:16:17PM, modify, appointment A004591
quhundley, 07/11/2017 03:00:27PM, enable, office visit OV01897
qylarry, 07/12/2017 06:13:10AM, complete, message M3214
quhundley, 07/12/2017 09:00:17AM, delete, notification NX0881
dsblythe, 07/12/2017 12:16:29AM, cancel, system alert CA03969
xcherndon, 07/12/2017 05:00:52PM, update, CPT Code 89
qylarry, 07/12/2017 05:22:11PM, modify, office visit OV02810
lqmadden, 07/13/2017 02:32:40AM, disable, appointment A000770
quhundley, 07/13/2017 03:49:45AM, order, ND code 317
dsblythe, 07/13/2017 06:30:59AM, disable, notification NX3789
lqmadden, 07/13/2017 07:44:21PM, export, office visit OV02309
lqmadden, 07/14/2017 01:44:09AM, delete, notification NX4104
fzalcala, 07/14/2017 01:29:30PM, unmerge, system alert CA03572
lqmadden, 07/14/2017 02:39:04PM, create, ICD-9 Code 130
lqmadden, 07/14/2017 07:34:05PM, assign, system alert CA04029
qylarry, 07/15/2017 12:17:25AM, resolve, ICD-9 Code 444
qylarry, 07/15/2017 07:10:05AM, resolve, ICD-9 Code 194
qylarry, 07/15/2017 09:24:56AM, complete, ICD-9 Code 905
fzalcala, 07/16/2017 12:55:38AM, update, notification NX0017
qylarry, 07/16/2017 03:59:00PM, update, ICD Code 26
quhundley, 07/16/2017 05:49:32PM, order, message M1819
quhundley, 07/16/2017 08:07:26PM, access, system alert CA00057
xcherndon, 07/16/2017 09:01:53PM, export, system alert CA04826
lqmadden, 07/17/2017 10:42:06AM, cancel, system alert CA02174
quhundley, 07/19/2017 12:39:37PM, modify, notification NX2392
fzalcala, 07/20/2017 04:08:48PM, complete, ICD-9 Code 905
quhundley, 07/20/2017 07:01:21PM, export, office visit OV03450
xcherndon, 07/21/2017 12:03:02AM, print, system alert CA04407
xcherndon, 07/21/2017 07:55:30PM, update, CPT Code 89
quhundley, 07/21/2017 08:36:27PM, export, appointment A004719
xcherndon, 07/21/2017 10:50:13PM, merge, message M3992
xcherndon, 07/22/2017 12:20:58AM, print, office visit OV00092
qylarry, 07/22/2017 12:25:52PM, enable, system alert CA04762
dsblythe, 07/22/2017 01:51:15PM, query, HL7 Code 288
dsblythe, 07/22/2017 12:03:51PM, modify, notification NX2392
qylarry, 07/23/2017 12:07:46AM, print, office visit OV02668
quhundley, 07/23/2017 02:30:51AM, schedule, appointment A002321
quhundley, 07/23/2017 03:16:49AM, schedule, system alert CA01893
quhundley, 07/24/2017 01:11:11AM, create, office visit OV01854
quhundley, 07/24/2017 06:56:16AM, update, office visit OV04352
fzalcala, 07/24/2017 08:32:02AM, modify, notification NX2392
lqmadden, 07/24/2017 08:52:25AM, query, message M5221
lqmadden, 07/24/2017 04:58:02PM, create, system alert CA03482
qylarry, 07/24/2017 12:42:06PM, modify, patient specific instructions A1473
qylarry, 07/25/2017 07:59:25AM, print, notification NX2286
fzalcala, 07/25/2017 08:15:44AM, create, system alert CA04840
quhundley, 07/25/2017 12:06:43PM, import, office visit OV02939
lqmadden, 07/25/2017 12:08:22PM, resolve, ICD-9 Code 194
xcherndon, 07/25/2017 06:58:32PM, unmerge, system alert CA00277
lqmadden, 07/26/2017 12:13:36PM, merge, appointment A004326
lqmadden, 07/26/2017 01:34:21PM, cancel, system alert CA03417
lqmadden, 07/26/2017 01:58:37PM, sort, office visit OV02680
xcherndon, 07/26/2017 04:33:42PM, enable, office visit OV00119
qylarry, 07/26/2017 10:09:35PM, print, notification NX2286
lqmadden, 07/27/2017 03:53:18AM, view, message M5402
quhundley, 07/27/2017 04:29:33AM, merge, message M3062
fzalcala, 07/27/2017 08:21:20AM, import, ICD-9 Code 741
qylarry, 07/27/2017 02:46:13PM, assign, notification NX1212
dsblythe, 07/27/2017 09:32:34PM, schedule, ICD-10 Code 549
fzalcala, 07/27/2017 11:12:59PM, export, CPT Code 52
lqmadden, 08/01/2017 01:20:14AM, export, system alert CA04826
dsblythe, 08/01/2017 02:39:53AM, disable, ICD Code 118
xcherndon, 08/01/2017 04:01:45AM, complete, office visit OV04294
fzalcala, 08/01/2017 09:38:32AM, delete, ICD-9 Code 261
qylarry, 08/01/2017 12:04:00PM, resolve, ICD-9 Code 444
fzalcala, 08/01/2017 03:52:46PM, update, ICD Code 26
quhundley, 08/01/2017 05:15:45PM, schedule, system alert CA01893
qylarry, 08/01/2017 06:21:36PM, enable, office visit OV00119
quhundley, 08/02/2017 12:29:18AM, create, office visit OV01243
quhundley, 08/02/2017 10:58:44AM, create, office visit OV01854
xcherndon, 08/02/2017 11:36:04AM, delete, system alert CA02948
lqmadden, 08/02/2017 12:41:40AM, import, notification NX0848
quhundley, 08/02/2017 03:22:37PM, unmerge, office visit OV00787
lqmadden, 08/02/2017 08:37:24PM, import, appointment A003239
xcherndon, 08/03/2017 07:49:07AM, modify, ICD-9 Code 934
lqmadden, 08/03/2017 11:44:18AM, print, office visit OV00092
xcherndon, 08/03/2017 03:34:57PM, export, system alert CA04645
xcherndon, 08/03/2017 07:31:40PM, disable, notification NX1054
qylarry, 08/03/2017 11:40:30PM, cancel, notification NX1604
quhundley, 08/04/2017 04:13:19PM, sort, office visit OV02680
qylarry, 08/04/2017 09:33:45PM, view, notification NX2816
fzalcala, 08/05/2017 09:45:40AM, assign, ICD-9 Code 790
xcherndon, 08/05/2017 10:03:52AM, order, message M1819
xcherndon, 08/05/2017 12:46:14PM, update, notification NX0017
qylarry, 08/05/2017 01:00:48PM, update, office visit OV02205
fzalcala, 08/05/2017 06:53:36PM, resolve, notification NX4608
lqmadden, 08/06/2017 01:15:57PM, assign, HL7 Code 1
lqmadden, 08/06/2017 11:06:51PM, order, appointment A004704
lqmadden, 08/07/2017 02:57:53AM, sort, appointment A005008
qylarry, 08/07/2017 04:14:49AM, query, system alert CA00319
dsblythe, 08/07/2017 12:43:51PM, schedule, message M4256
quhundley, 08/08/2017 02:09:17PM, cancel, system alert CA03969
dsblythe, 08/08/2017 05:27:57PM, create, system alert CA01597
xcherndon, 08/09/2017 04:01:32AM, resolve, ICD-9 Code 194
xcherndon, 08/09/2017 06:26:56AM, disable, notification NX1054
quhundley, 08/09/2017 07:57:14AM, merge, office visit OV03122
quhundley, 08/09/2017 05:51:59PM, enable, office visit OV00119
lqmadden, 08/10/2017 02:17:58AM, cancel, notification NX1604
quhundley, 08/10/2017 07:20:02AM, order, system alert CA04806
qylarry, 08/10/2017 12:50:05AM, view, appointment A002502
dsblythe, 08/10/2017 02:11:17PM, update, CPT Code 89
quhundley, 08/10/2017 11:53:22PM, create, system alert CA04840
dsblythe, 08/11/2017 04:36:56AM, assign, system alert CA01700
fzalcala, 08/11/2017 11:50:28AM, resolve, ICD Code 480
xcherndon, 08/11/2017 12:49:34AM, cancel, LOINC code 189
quhundley, 08/11/2017 07:27:19PM, complete, message M4329
xcherndon, 08/11/2017 09:19:24PM, modify, office visit OV02810
dsblythe, 08/12/2017 03:18:10AM, sort, appointment A005008
xcherndon, 08/12/2017 03:48:12AM, unmerge, office visit OV02858
qylarry, 08/12/2017 03:55:43PM, complete, message M2091
qylarry, 08/12/2017 08:47:39PM, schedule, ICD-10 Code 256
fzalcala, 08/13/2017 07:18:10AM, view, appointment A002502
xcherndon, 08/13/2017 07:44:22AM, disable, patient specific instructions A541
quhundley, 08/13/2017 08:31:10AM, resolve, notification NX0525
dsblythe, 08/13/2017 03:49:58PM, disable, notification NX1054
xcherndon, 08/13/2017 08:03:45PM, enable, message M1392
xcherndon, 08/13/2017 11:41:41PM, order, message M1819
dsblythe, 08/13/2017 12:31:35PM, resolve, patient specific instructions A353
dsblythe, 08/14/2017 03:44:53AM, disable, patient specific instructions A541
xcherndon, 08/14/2017 05:46:46AM, create, office visit OV01243
lqmadden, 08/14/2017 09:59:24AM, modify, notification NX2312
qylarry, 08/14/2017 11:07:53PM, cancel, office visit OV00234
xcherndon, 08/15/2017 01:20:40AM, resolve, notification NX4608
xcherndon, 08/15/2017 02:02:14AM, delete, notification NX4358
dsblythe, 08/15/2017 04:35:57AM, cancel, system alert CA03417
xcherndon, 08/15/2017 05:45:27AM, update, CPT Code 89
fzalcala, 08/15/2017 11:05:19AM, order, system alert CA04806
lqmadden, 08/15/2017 03:26:07PM, create, office visit OV04060
lqmadden, 08/16/2017 01:28:32AM, merge, message M3062
quhundley, 08/17/2017 03:50:01AM, merge, message M3062
qylarry, 08/17/2017 12:54:42AM, schedule, system alert CA01893
lqmadden, 08/18/2017 03:20:14AM, complete, message M3214
qylarry, 08/18/2017 12:34:55AM, enable, system alert CA04762
dsblythe, 08/18/2017 08:53:34PM, delete, notification NX2338
qylarry, 08/18/2017 11:16:19PM, query, HL7 Code 288
fzalcala, 08/18/2017 11:26:20PM, merge, appointment A004326
dsblythe, 08/19/2017 12:45:53AM, enable, message M2842
qylarry, 08/19/2017 10:58:38AM, update, CPT Code 89
qylarry, 08/19/2017 12:32:06PM, merge, notification NX1171
lqmadden, 08/19/2017 12:47:24AM, create, office visit OV02431
lqmadden, 08/19/2017 09:58:59PM, export, office visit OV01460
fzalcala, 08/20/2017 03:52:52AM, query, notification NX2872
lqmadden, 08/20/2017 08:00:25AM, assign, notification NX1212
dsblythe, 08/20/2017 10:58:52AM, delete, notification NX2338
xcherndon, 08/20/2017 07:59:07PM, unmerge, notification NX1624
quhundley, 08/21/2017 06:09:33AM, cancel, ICD-10 Code 423
dsblythe, 08/21/2017 07:05:43AM, merge, message M1235
quhundley, 08/21/2017 07:11:02AM, modify, notification NX2312
qylarry, 08/21/2017 07:01:44PM, export, message M3818
xcherndon, 08/22/2017 12:11:12AM, sort, appointment A005008
fzalcala, 08/23/2017 03:21:40PM, update, message M5894
qylarry, 08/23/2017 06:34:05PM, assign, system alert CA00191
fzalcala, 08/24/2017 04:55:56AM, print, ICD-9 Code 124
quhundley, 08/25/2017 12:51:03AM, create, system alert CA04840
lqmadden, 08/25/2017 06:38:11AM, view, appointment A002502
xcherndon, 08/25/2017 05:50:18PM, merge, message M3062
dsblythe, 08/25/2017 05:50:39PM, unmerge, system alert CA00277
xcherndon, 08/25/2017 11:47:33PM, schedule, appointment A002321
dsblythe, 08/25/2017 12:53:57PM, view, message M5089
fzalcala, 08/26/2017 12:47:21AM, update, CPT Code 89
qylarry, 08/26/2017 01:51:00PM, cancel, system alert CA03417
dsblythe, 08/26/2017 11:47:35PM, unmerge, notification NX4544
xcherndon, 08/27/2017 01:19:20AM, import, appointment A002389
qylarry, 08/27/2017 10:46:47AM, unmerge, office visit OV00787
fzalcala, 08/27/2017 05:00:25PM, enable, message M1464
quhundley, 08/27/2017 06:31:40PM, unmerge, office visit OV00787
xcherndon, 09/01/2017 01:38:08AM, modify, notification NX2312
qylarry, 09/01/2017 05:42:04AM, unmerge, system alert CA02196
quhundley, 09/01/2017 10:47:47AM, view, message M3922
lqmadden, 09/01/2017 12:55:32PM, update, office visit OV04352
qylarry, 09/02/2017 03:41:39AM, sort, office visit OV01438
xcherndon, 09/02/2017 04:58:34PM, cancel, notification NX1842
dsblythe, 09/02/2017 06:28:35PM, resolve, ICD-10 Code 632
fzalcala, 09/02/2017 09:17:29PM, disable, appointment A000770
lqmadden, 09/02/2017 09:39:58PM, export, office visit OV03945
qylarry, 09/03/2017 04:39:33AM, unmerge, notification NX1624
lqmadden, 09/03/2017 06:10:46AM, schedule, appointment A002321
lqmadden, 09/03/2017 09:18:00AM, modify, message M1362
fzalcala, 09/03/2017 12:43:27AM, delete, message M4129
lqmadden, 09/03/2017 03:40:33PM, unmerge, office visit OV00787
dsblythe, 09/03/2017 04:03:56PM, cancel, ICD-10 Code 423
xcherndon, 09/03/2017 12:09:46PM, merge, system alert CA00306
quhundley, 09/03/2017 12:34:38PM, merge, system alert CA00306
dsblythe, 09/04/2017 02:59:52AM, unmerge, system alert CA02196
xcherndon, 09/04/2017 09:13:02AM, print, notification NX2286
quhundley, 09/04/2017 06:27:39PM, sort, system alert CA00678
lqmadden, 09/04/2017 08:35:39PM, unmerge, notification NX1624
qylarry, 09/05/2017 05:25:20AM, update, notification NX0017
fzalcala, 09/05/2017 01:54:39PM, print, notification NX1293
dsblythe, 09/06/2017 01:32:18AM, update, CPT Code 89
lqmadden, 09/06/2017 05:49:51AM, complete, system alert CA00164
fzalcala, 09/06/2017 12:44:17AM, update, notification NX0017
qylarry, 09/06/2017 11:51:13PM, print, ICD-9 Code 397
fzalcala, 09/07/2017 01:00:14AM, unmerge, notification NX4544
lqmadden, 09/07/2017 03:01:23AM, modify, patient specific instructions A1473
qylarry, 09/07/2017 05:47:29AM, sort, appointment A003547
fzalcala, 09/07/2017 10:46:45AM, disable, patient specific instructions A541
xcherndon, 09/07/2017 03:17:46PM, query, notification NX2872
qylarry, 09/08/2017 02:06:12AM, update, ICD Code 26
lqmadden, 09/08/2017 03:57:55AM, create, system alert CA04840
fzalcala, 09/08/2017 10:06:06AM, unmerge, system alert CA02249
dsblythe, 09/08/2017 07:37:25PM, import, ICD-9 Code 741
lqmadden, 09/08/2017 12:06:43PM, print, system alert CA04407
quhundley, 09/09/2017 07:13:17AM, print, system alert CA04407
qylarry, 09/09/2017 05:21:42PM, order, system alert CA04806
xcherndon, 09/09/2017 05:44:18PM, cancel, notification NX1604
quhundley, 09/09/2017 09:09:52PM, unmerge, system alert CA02196
lqmadden, 09/09/2017 10:35:16PM, update, CPT Code 89
qylarry, 09/10/2017 09:16:34AM, complete, message M3214
qylarry, 09/10/2017 05:43:15PM, assign, system alert CA02305
xcherndon, 09/10/2017 07:53:15PM, export, office visit OV02309
lqmadden, 09/10/2017 10:45:26PM, complete, message M4329
xcherndon, 09/10/2017 12:15:24PM, update, CPT Code 89
qylarry, 09/11/2017 05:26:12AM, export, ICD-9 Code 39
dsblythe, 09/11/2017 12:23:38AM, create, office visit OV04060
xcherndon, 09/12/2017 02:10:07AM, create, message M3668
fzalcala, 09/12/2017 12:09:59AM, print, system alert CA04407
lqmadden, 09/13/2017 04:05:24AM, print, office visit OV02789
qylarry, 09/14/2017 03:29:46AM, cancel, notification NX1842
quhundley, 09/15/2017 12:06:05AM, assign, system alert CA00191
lqmadden, 09/15/2017 01:02:04AM, schedule, message M5515
dsblythe, 09/15/2017 10:19:05AM, update, system alert CA02381
lqmadden, 09/15/2017 05:41:58PM, export, system alert CA04826
quhundley, 09/16/2017 11:01:48AM, cancel, office visit OV00234
quhundley, 09/16/2017 07:41:28PM, assign, notification NX4408
qylarry, 09/17/2017 12:41:33AM, access, system alert CA00245
fzalcala, 09/17/2017 08:44:23AM, unmerge, message M5060
qylarry, 09/17/2017 11:10:57PM, merge, office visit OV05339
quhundley, 09/18/2017 07:55:26AM, query, appointment A003829
xcherndon, 09/18/2017 08:20:33AM, export, office visit OV02309
quhundley, 09/18/2017 12:00:25PM, update, notification NX3622
quhundley, 09/18/2017 05:38:46PM, sort, system alert CA04573
lqmadden, 09/18/2017 06:10:01PM, complete, appointment A000237
quhundley, 09/19/2017 06:01:06AM, query, office visit OV02124
qylarry, 09/19/2017 06:36:16AM, resolve, notification NX0525
xcherndon, 09/19/2017 10:58:53AM, create, notification NX0966
xcherndon, 09/19/2017 11:49:36AM, order, message M1819
quhundley, 09/20/2017 11:10:06PM, merge, system alert CA00437
qylarry, 09/21/2017 12:33:48AM, modify, ICD-9 Code 218
dsblythe, 09/21/2017 05:15:08AM, query, appointment A001519
xcherndon, 09/21/2017 05:53:37AM, modify, appointment A003833
dsblythe, 09/21/2017 09:51:35AM, enable, message M2842
lqmadden, 09/21/2017 10:51:44AM, schedule, appointment A002321
qylarry, 09/22/2017 03:02:54AM, update, message M2104
lqmadden, 09/22/2017 03:55:11AM, import, ICD-9 Code 741
xcherndon, 09/22/2017 08:35:14AM, create, message M3668
qylarry, 09/22/2017 10:47:12AM, schedule, system alert CA01893
lqmadden, 09/22/2017 12:44:01PM, resolve, notification NX0525
qylarry, 09/22/2017 05:42:12PM, create, system alert CA04840
fzalcala, 09/23/2017 09:07:17AM, enable, ICD-10 Code 332
dsblythe, 09/23/2017 10:51:39AM, create, system alert CA01597
